payment_id,project_id,payment_date,amount,payment_type,agency,data_source
PAY-0564-1,MPLADS-SYN-0564,2026-12-07,101120,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0564-2,MPLADS-SYN-0564,2027-03-06,101668,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0564-3,MPLADS-SYN-0564,2026-12-09,70857,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0564-4,MPLADS-SYN-0564,2027-02-26,282555,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0565-1,MPLADS-SYN-0565,2026-06-10,502836,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0565-2,MPLADS-SYN-0565,2026-06-05,666363,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0566-1,MPLADS-SYN-0566,2026-06-12,265501,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0566-2,MPLADS-SYN-0566,2026-05-31,367100,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0566-3,MPLADS-SYN-0566,2026-03-06,183237,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0566-4,MPLADS-SYN-0566,2026-05-23,271561,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0567-1,MPLADS-SYN-0567,2026-10-15,587502,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0567-2,MPLADS-SYN-0567,2026-10-20,195240,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0567-3,MPLADS-SYN-0567,2026-06-22,322885,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0567-4,MPLADS-SYN-0567,2026-06-03,475941,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0568-1,MPLADS-SYN-0568,2026-08-26,205294,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0568-2,MPLADS-SYN-0568,2026-09-25,291148,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0568-3,MPLADS-SYN-0568,2026-10-27,106938,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0568-4,MPLADS-SYN-0568,2026-10-21,115619,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0568-5,MPLADS-SYN-0568,2026-08-09,210619,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0569-1,MPLADS-SYN-0569,2026-06-21,461080,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0569-2,MPLADS-SYN-0569,2026-06-09,262669,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0569-3,MPLADS-SYN-0569,2026-06-21,148019,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0569-4,MPLADS-SYN-0569,2026-05-02,120888,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0569-5,MPLADS-SYN-0569,2026-05-22,172451,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0570-1,MPLADS-SYN-0570,2026-06-03,745554,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0570-2,MPLADS-SYN-0570,2026-03-13,346715,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0570-3,MPLADS-SYN-0570,2026-04-12,151625,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0570-4,MPLADS-SYN-0570,2026-06-09,156390,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0570-5,MPLADS-SYN-0570,2026-03-25,299879,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0571-1,MPLADS-SYN-0571,2026-11-01,240160,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0571-2,MPLADS-SYN-0571,2026-10-05,625568,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0572-1,MPLADS-SYN-0572,2027-03-02,309492,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0572-2,MPLADS-SYN-0572,2027-02-04,126650,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0572-3,MPLADS-SYN-0572,2026-10-09,96330,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0572-4,MPLADS-SYN-0572,2027-01-12,169685,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0573-1,MPLADS-SYN-0573,2026-07-22,564109,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0573-2,MPLADS-SYN-0573,2026-06-15,289871,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0573-3,MPLADS-SYN-0573,2026-07-09,331962,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0573-4,MPLADS-SYN-0573,2026-06-09,234083,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0573-5,MPLADS-SYN-0573,2026-05-24,771330,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0574-1,MPLADS-SYN-0574,2026-09-09,516218,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0574-2,MPLADS-SYN-0574,2026-10-01,1638382,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0575-1,MPLADS-SYN-0575,2026-05-19,343252,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0575-2,MPLADS-SYN-0575,2026-02-23,165271,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0575-3,MPLADS-SYN-0575,2026-06-18,143693,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0575-4,MPLADS-SYN-0575,2026-05-12,109090,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0575-5,MPLADS-SYN-0575,2026-07-05,353894,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0576-1,MPLADS-SYN-0576,2026-05-27,62565,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0576-2,MPLADS-SYN-0576,2026-04-12,108077,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0576-3,MPLADS-SYN-0576,2026-04-14,31043,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0576-4,MPLADS-SYN-0576,2026-03-22,129941,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0577-1,MPLADS-SYN-0577,2026-09-20,487192,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0577-2,MPLADS-SYN-0577,2027-02-06,363657,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0577-3,MPLADS-SYN-0577,2026-09-02,546759,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0577-4,MPLADS-SYN-0577,2027-02-03,1424792,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0578-1,MPLADS-SYN-0578,2026-03-06,65042,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0578-2,MPLADS-SYN-0578,2026-02-09,48606,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0578-3,MPLADS-SYN-0578,2026-03-05,29999,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0578-4,MPLADS-SYN-0578,2026-02-20,115839,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0579-1,MPLADS-SYN-0579,2026-11-24,202290,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0579-2,MPLADS-SYN-0579,2027-03-14,131692,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0579-3,MPLADS-SYN-0579,2026-12-03,192888,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0579-4,MPLADS-SYN-0579,2027-01-08,101840,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0579-5,MPLADS-SYN-0579,2027-02-05,145524,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0580-1,MPLADS-SYN-0580,2026-08-29,262984,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0580-2,MPLADS-SYN-0580,2026-09-29,145878,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0580-3,MPLADS-SYN-0580,2026-07-24,689915,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0581-1,MPLADS-SYN-0581,2026-08-25,443372,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0581-2,MPLADS-SYN-0581,2026-12-08,177364,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0581-3,MPLADS-SYN-0581,2026-12-02,616382,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0582-1,MPLADS-SYN-0582,2026-06-20,439324,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0582-2,MPLADS-SYN-0582,2026-05-13,306208,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0582-3,MPLADS-SYN-0582,2026-07-18,902468,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0583-1,MPLADS-SYN-0583,2026-10-14,636978,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0583-2,MPLADS-SYN-0583,2026-11-09,186841,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0583-3,MPLADS-SYN-0583,2026-09-05,265271,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0583-4,MPLADS-SYN-0583,2026-11-07,562910,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0584-1,MPLADS-SYN-0584,2026-07-05,426729,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0584-2,MPLADS-SYN-0584,2026-07-03,408397,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0584-3,MPLADS-SYN-0584,2026-05-22,546363,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0585-1,MPLADS-SYN-0585,2026-02-15,251966,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0585-2,MPLADS-SYN-0585,2026-02-20,398750,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0586-1,MPLADS-SYN-0586,2026-03-22,281713,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0586-2,MPLADS-SYN-0586,2026-04-24,91583,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0586-3,MPLADS-SYN-0586,2026-03-06,476369,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0587-1,MPLADS-SYN-0587,2026-05-27,70877,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0587-2,MPLADS-SYN-0587,2026-04-29,50406,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0587-3,MPLADS-SYN-0587,2026-05-26,87242,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0588-1,MPLADS-SYN-0588,2026-07-19,303975,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0588-2,MPLADS-SYN-0588,2026-07-22,1031025,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0589-1,MPLADS-SYN-0589,2027-01-08,33292,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0589-2,MPLADS-SYN-0589,2026-08-28,145208,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0590-1,MPLADS-SYN-0590,2026-11-04,100124,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0590-2,MPLADS-SYN-0590,2026-10-14,141019,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0590-3,MPLADS-SYN-0590,2026-09-20,59900,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0590-4,MPLADS-SYN-0590,2026-10-10,19339,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0590-5,MPLADS-SYN-0590,2026-06-12,102477,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0591-1,MPLADS-SYN-0591,2026-05-05,787711,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0591-2,MPLADS-SYN-0591,2026-04-01,458726,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0591-3,MPLADS-SYN-0591,2026-05-13,844079,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0592-1,MPLADS-SYN-0592,2026-07-15,182158,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0592-2,MPLADS-SYN-0592,2026-10-13,265853,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0592-3,MPLADS-SYN-0592,2026-10-21,162528,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0592-4,MPLADS-SYN-0592,2026-07-09,148722,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0592-5,MPLADS-SYN-0592,2026-10-08,420276,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0593-1,MPLADS-SYN-0593,2026-06-30,222955,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0593-2,MPLADS-SYN-0593,2026-05-18,73943,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0593-3,MPLADS-SYN-0593,2026-07-26,233587,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0594-1,MPLADS-SYN-0594,2026-07-22,194541,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0594-2,MPLADS-SYN-0594,2026-07-02,63794,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0594-3,MPLADS-SYN-0594,2026-07-01,194851,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0595-1,MPLADS-SYN-0595,2026-04-03,453623,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0595-2,MPLADS-SYN-0595,2026-04-28,129017,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0595-3,MPLADS-SYN-0595,2026-06-02,563388,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0596-1,MPLADS-SYN-0596,2026-10-02,195881,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0596-2,MPLADS-SYN-0596,2026-09-14,246390,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0596-3,MPLADS-SYN-0596,2026-08-26,107843,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0596-4,MPLADS-SYN-0596,2026-08-05,132499,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0596-5,MPLADS-SYN-0596,2026-10-01,475097,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0597-1,MPLADS-SYN-0597,2026-09-15,122432,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0597-2,MPLADS-SYN-0597,2026-05-24,81729,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0597-3,MPLADS-SYN-0597,2026-08-08,126085,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0597-4,MPLADS-SYN-0597,2026-10-05,272754,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0598-1,MPLADS-SYN-0598,2026-03-27,103735,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0598-2,MPLADS-SYN-0598,2026-05-18,170752,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0598-3,MPLADS-SYN-0598,2026-09-30,89705,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0598-4,MPLADS-SYN-0598,2026-08-09,135090,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0599-1,MPLADS-SYN-0599,2026-12-03,234151,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0599-2,MPLADS-SYN-0599,2027-03-02,359604,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0600-1,MPLADS-SYN-0600,2026-08-30,697022,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0600-2,MPLADS-SYN-0600,2026-10-02,388173,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0600-3,MPLADS-SYN-0600,2026-08-09,106861,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0600-4,MPLADS-SYN-0600,2026-07-28,575944,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0601-1,MPLADS-SYN-0601,2026-05-06,237449,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0601-2,MPLADS-SYN-0601,2026-07-17,108841,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0601-3,MPLADS-SYN-0601,2026-05-05,268502,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0602-1,MPLADS-SYN-0602,2026-06-19,81974,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0602-2,MPLADS-SYN-0602,2026-04-07,29864,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0602-3,MPLADS-SYN-0602,2026-06-06,55827,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0602-4,MPLADS-SYN-0602,2026-06-21,44035,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0602-5,MPLADS-SYN-0602,2026-04-07,64800,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0603-1,MPLADS-SYN-0603,2026-07-27,121484,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0603-2,MPLADS-SYN-0603,2026-05-07,152385,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0603-3,MPLADS-SYN-0603,2026-06-11,498891,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0604-1,MPLADS-SYN-0604,2026-06-04,374472,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0604-2,MPLADS-SYN-0604,2026-03-17,1096519,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0605-1,MPLADS-SYN-0605,2026-09-27,281803,First Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0605-2,MPLADS-SYN-0605,2026-09-14,121115,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0605-3,MPLADS-SYN-0605,2026-05-08,95938,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0605-4,MPLADS-SYN-0605,2026-07-14,40792,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0605-5,MPLADS-SYN-0605,2026-07-29,188352,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0606-1,MPLADS-SYN-0606,2026-05-04,93615,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0606-2,MPLADS-SYN-0606,2026-07-20,74003,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0606-3,MPLADS-SYN-0606,2026-04-27,25434,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0606-4,MPLADS-SYN-0606,2026-06-30,26963,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0606-5,MPLADS-SYN-0606,2026-06-15,49120,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0607-1,MPLADS-SYN-0607,2026-07-25,777578,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0607-2,MPLADS-SYN-0607,2027-01-24,222904,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0607-3,MPLADS-SYN-0607,2027-02-04,329988,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0607-4,MPLADS-SYN-0607,2027-01-23,201344,Running Bill,Education Department,SYNTHETIC_PROTOTYPE
PAY-0607-5,MPLADS-SYN-0607,2026-11-24,434472,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0608-1,MPLADS-SYN-0608,2026-04-30,202596,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0608-2,MPLADS-SYN-0608,2026-06-08,334486,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0609-1,MPLADS-SYN-0609,2026-07-16,235731,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0609-2,MPLADS-SYN-0609,2026-06-02,84478,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0609-3,MPLADS-SYN-0609,2026-06-17,209261,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0610-1,MPLADS-SYN-0610,2026-03-29,225137,Running Bill,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0610-2,MPLADS-SYN-0610,2026-04-29,118404,Final Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0610-3,MPLADS-SYN-0610,2026-04-23,530961,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0611-1,MPLADS-SYN-0611,2026-10-06,216785,Running Bill,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0611-2,MPLADS-SYN-0611,2026-04-18,334476,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0612-1,MPLADS-SYN-0612,2026-07-07,64706,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0612-2,MPLADS-SYN-0612,2026-03-11,133294,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0613-1,MPLADS-SYN-0613,2026-03-15,205734,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0613-2,MPLADS-SYN-0613,2026-04-29,179170,Milestone Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0613-3,MPLADS-SYN-0613,2026-05-18,109455,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0613-4,MPLADS-SYN-0613,2026-05-01,73268,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0613-5,MPLADS-SYN-0613,2026-02-08,104766,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0614-1,MPLADS-SYN-0614,2026-04-07,886318,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0614-2,MPLADS-SYN-0614,2026-05-05,655468,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0614-3,MPLADS-SYN-0614,2026-06-05,547775,First Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0614-4,MPLADS-SYN-0614,2026-06-15,211590,Running Bill,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0614-5,MPLADS-SYN-0614,2026-07-01,988349,Final Payment,District Health Office,SYNTHETIC_PROTOTYPE
PAY-0615-1,MPLADS-SYN-0615,2026-02-18,222488,Milestone Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0615-2,MPLADS-SYN-0615,2026-05-27,484469,First Payment,Public Works Department,SYNTHETIC_PROTOTYPE
PAY-0616-1,MPLADS-SYN-0616,2026-07-17,260593,Running Bill,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0616-2,MPLADS-SYN-0616,2026-06-09,269887,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0616-3,MPLADS-SYN-0616,2026-05-15,609639,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0617-1,MPLADS-SYN-0617,2026-09-25,434379,First Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0617-2,MPLADS-SYN-0617,2026-07-31,1202736,Final Payment,Municipal Corporation,SYNTHETIC_PROTOTYPE
PAY-0618-1,MPLADS-SYN-0618,2027-01-07,419185,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0618-2,MPLADS-SYN-0618,2026-11-19,238091,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0618-3,MPLADS-SYN-0618,2026-10-29,294884,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0618-4,MPLADS-SYN-0618,2026-09-19,96607,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0618-5,MPLADS-SYN-0618,2026-12-09,291233,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0619-1,MPLADS-SYN-0619,2026-10-12,246251,Running Bill,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0619-2,MPLADS-SYN-0619,2026-10-17,138597,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0619-3,MPLADS-SYN-0619,2026-10-27,62638,Final Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0619-4,MPLADS-SYN-0619,2026-10-22,88957,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0619-5,MPLADS-SYN-0619,2026-10-02,109147,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0620-1,MPLADS-SYN-0620,2026-09-28,947543,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0620-2,MPLADS-SYN-0620,2026-08-17,391402,First Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0620-3,MPLADS-SYN-0620,2026-09-06,378174,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0620-4,MPLADS-SYN-0620,2026-08-23,989481,Milestone Payment,Rural Development Agency,SYNTHETIC_PROTOTYPE
PAY-0621-1,MPLADS-SYN-0621,2026-10-07,199908,Final Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0621-2,MPLADS-SYN-0621,2026-10-05,183033,Milestone Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0621-3,MPLADS-SYN-0621,2026-05-16,250867,First Payment,Education Department,SYNTHETIC_PROTOTYPE
PAY-0622-1,MPLADS-SYN-0622,2026-03-26,182139,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0622-2,MPLADS-SYN-0622,2026-04-26,480861,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0623-1,MPLADS-SYN-0623,2026-02-03,239374,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0623-2,MPLADS-SYN-0623,2026-04-28,100686,Milestone Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0623-3,MPLADS-SYN-0623,2026-05-12,110256,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0623-4,MPLADS-SYN-0623,2026-02-12,81113,Final Payment,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0623-5,MPLADS-SYN-0623,2026-03-24,109606,Running Bill,Zilla Parishad,SYNTHETIC_PROTOTYPE
PAY-0624-1,MPLADS-SYN-0624,2026-04-20,120998,Final Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0624-2,MPLADS-SYN-0624,2026-03-27,91462,First Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0624-3,MPLADS-SYN-0624,2026-04-15,46779,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0624-4,MPLADS-SYN-0624,2026-06-07,68294,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
PAY-0624-5,MPLADS-SYN-0624,2026-05-23,140467,Milestone Payment,Municipal Council,SYNTHETIC_PROTOTYPE
