bid_id,tender_id,project_id,contractor_id,bid_amount,submission_date,eligibility_status,technical_score,financial_rank,bid_status
BID-002354,TND-00522,MPLADS-SYN-0522,CON-006,1187195.36,2025-12-06,Eligible,63.89,4,Not Selected
BID-002355,TND-00522,MPLADS-SYN-0522,CON-003,997164.45,2025-12-06,Ineligible,,,Ineligible
BID-002356,TND-00522,MPLADS-SYN-0522,CON-004,991124.44,2025-12-06,Eligible,87.91,2,Not Selected
BID-002357,TND-00522,MPLADS-SYN-0522,CON-007,1079837.37,2025-12-06,Ineligible,,,Ineligible
BID-002358,TND-00522,MPLADS-SYN-0522,CON-002,1008397.4,2025-12-06,Ineligible,,,Ineligible
BID-002359,TND-00522,MPLADS-SYN-0522,CON-001,1183976.93,2025-12-06,Eligible,93.24,3,Not Selected
BID-002360,TND-00523,MPLADS-SYN-0523,CON-004,1680286.91,2026-04-09,Eligible,81.75,1,Not Selected
BID-002361,TND-00523,MPLADS-SYN-0523,CON-007,1886325.2,2026-04-09,Eligible,78.73,3,Not Selected
BID-002362,TND-00523,MPLADS-SYN-0523,CON-006,2010381.47,2026-04-09,Ineligible,,,Ineligible
BID-002363,TND-00523,MPLADS-SYN-0523,CON-002,1863362.88,2026-04-09,Eligible,77.24,2,Not Selected
BID-002364,TND-00523,MPLADS-SYN-0523,CON-005,2009054.66,2026-04-09,Ineligible,,,Ineligible
BID-002365,TND-00523,MPLADS-SYN-0523,CON-003,2087842.98,2026-04-09,Ineligible,,,Ineligible
BID-002366,TND-00524,MPLADS-SYN-0524,CON-002,1327113.76,2026-04-11,Eligible,92.68,2,Not Selected
BID-002367,TND-00524,MPLADS-SYN-0524,CON-003,1084409.13,2026-04-11,Eligible,74.29,1,Not Selected
BID-002368,TND-00525,MPLADS-SYN-0525,CON-002,2801093.05,2026-05-21,Eligible,89.54,3,Not Selected
BID-002369,TND-00525,MPLADS-SYN-0525,CON-005,2717961.42,2026-05-21,Ineligible,,,Ineligible
BID-002370,TND-00525,MPLADS-SYN-0525,CON-003,2992570.55,2026-05-21,Eligible,75.39,5,Not Selected
BID-002371,TND-00525,MPLADS-SYN-0525,CON-001,2449734.96,2026-05-21,Eligible,79.87,1,Not Selected
BID-002372,TND-00525,MPLADS-SYN-0525,CON-004,2877362.24,2026-05-21,Eligible,62.76,4,Not Selected
BID-002373,TND-00525,MPLADS-SYN-0525,CON-006,2739726.6,2026-05-21,Eligible,81.58,2,Not Selected
BID-002374,TND-00525,MPLADS-SYN-0525,CON-007,3014552.41,2026-05-21,Eligible,81.19,6,Not Selected
BID-002375,TND-00526,MPLADS-SYN-0526,CON-004,718259.34,2026-01-22,Eligible,93.9,6,Not Selected
BID-002376,TND-00526,MPLADS-SYN-0526,CON-005,567235.04,2026-01-22,Eligible,90.34,1,Not Selected
BID-002377,TND-00526,MPLADS-SYN-0526,CON-002,717981.0,2026-01-22,Eligible,85.17,5,Not Selected
BID-002378,TND-00526,MPLADS-SYN-0526,CON-006,650476.58,2026-01-22,Eligible,79.28,3,Not Selected
BID-002379,TND-00526,MPLADS-SYN-0526,CON-007,609158.16,2026-01-22,Eligible,71.33,2,Selected
BID-002380,TND-00526,MPLADS-SYN-0526,CON-001,660923.61,2026-01-22,Eligible,84.6,4,Not Selected
BID-002381,TND-00527,MPLADS-SYN-0527,CON-002,1556513.77,2026-03-14,Eligible,94.02,5,Not Selected
BID-002382,TND-00527,MPLADS-SYN-0527,CON-004,1368595.2,2026-03-14,Eligible,78.15,2,Selected
BID-002383,TND-00527,MPLADS-SYN-0527,CON-006,1418137.24,2026-03-14,Eligible,61.0,3,Not Selected
BID-002384,TND-00527,MPLADS-SYN-0527,CON-007,1445609.83,2026-03-14,Eligible,74.46,4,Not Selected
BID-002385,TND-00527,MPLADS-SYN-0527,CON-005,1252077.07,2026-03-14,Eligible,87.34,1,Not Selected
BID-002386,TND-00527,MPLADS-SYN-0527,CON-001,1462929.19,2026-03-14,Ineligible,,,Ineligible
BID-002387,TND-00527,MPLADS-SYN-0527,CON-003,1402163.37,2026-03-14,Ineligible,,,Ineligible
BID-002388,TND-00528,MPLADS-SYN-0528,CON-003,3473831.21,2026-04-19,Ineligible,,,Ineligible
BID-002389,TND-00528,MPLADS-SYN-0528,CON-002,3315424.49,2026-04-19,Eligible,91.81,2,Not Selected
BID-002390,TND-00528,MPLADS-SYN-0528,CON-005,2841237.45,2026-04-19,Eligible,78.77,1,Not Selected
BID-002391,TND-00529,MPLADS-SYN-0529,CON-006,1724788.11,2026-05-17,Eligible,61.97,3,Under Evaluation
BID-002392,TND-00529,MPLADS-SYN-0529,CON-004,1550290.75,2026-05-17,Eligible,94.0,2,Not Selected
BID-002393,TND-00529,MPLADS-SYN-0529,CON-005,1588750.95,2026-05-17,Ineligible,,,Under Evaluation
BID-002394,TND-00529,MPLADS-SYN-0529,CON-001,1743948.43,2026-05-17,Eligible,77.35,4,Not Selected
BID-002395,TND-00529,MPLADS-SYN-0529,CON-002,1452688.42,2026-05-17,Eligible,70.62,1,Submitted
BID-002396,TND-00530,MPLADS-SYN-0530,CON-004,1038580.24,2026-05-21,Eligible,69.55,1,Under Evaluation
BID-002397,TND-00530,MPLADS-SYN-0530,CON-006,1202749.06,2026-05-21,Ineligible,,,Under Evaluation
BID-002398,TND-00531,MPLADS-SYN-0531,CON-005,2188792.1,2026-01-14,Eligible,96.16,2,Not Selected
BID-002399,TND-00531,MPLADS-SYN-0531,CON-002,2419488.91,2026-01-14,Eligible,91.55,3,Under Evaluation
BID-002400,TND-00531,MPLADS-SYN-0531,CON-003,2146151.81,2026-01-14,Eligible,96.5,1,Not Selected
BID-002401,TND-00531,MPLADS-SYN-0531,CON-006,2561834.43,2026-01-14,Eligible,75.39,4,Under Evaluation
BID-002402,TND-00532,MPLADS-SYN-0532,CON-002,1381119.08,2026-03-12,Eligible,88.94,1,Not Selected
BID-002403,TND-00532,MPLADS-SYN-0532,CON-005,1319174.67,2026-03-12,Ineligible,,,Submitted
BID-002404,TND-00533,MPLADS-SYN-0533,CON-007,593653.95,2026-08-17,Eligible,78.61,4,Not Selected
BID-002405,TND-00533,MPLADS-SYN-0533,CON-003,576898.77,2026-08-17,Ineligible,,,Not Selected
BID-002406,TND-00533,MPLADS-SYN-0533,CON-002,586589.28,2026-08-17,Eligible,89.37,3,Under Evaluation
BID-002407,TND-00533,MPLADS-SYN-0533,CON-005,580750.5,2026-08-17,Eligible,60.29,1,Submitted
BID-002408,TND-00533,MPLADS-SYN-0533,CON-006,583792.55,2026-08-17,Eligible,93.97,2,Not Selected
BID-002409,TND-00533,MPLADS-SYN-0533,CON-001,665331.75,2026-08-17,Eligible,94.73,6,Submitted
BID-002410,TND-00533,MPLADS-SYN-0533,CON-004,629842.66,2026-08-17,Eligible,67.57,5,Submitted
BID-002411,TND-00534,MPLADS-SYN-0534,CON-006,1658855.93,2026-01-28,Eligible,87.7,1,Submitted
BID-002412,TND-00534,MPLADS-SYN-0534,CON-003,1675919.0,2026-01-28,Eligible,78.08,2,Under Evaluation
BID-002413,TND-00534,MPLADS-SYN-0534,CON-002,1889414.56,2026-01-28,Eligible,90.35,6,Submitted
BID-002414,TND-00534,MPLADS-SYN-0534,CON-001,1712060.45,2026-01-28,Eligible,60.61,3,Submitted
BID-002415,TND-00534,MPLADS-SYN-0534,CON-004,1789243.01,2026-01-28,Eligible,92.84,4,Not Selected
BID-002416,TND-00534,MPLADS-SYN-0534,CON-007,1870060.23,2026-01-28,Eligible,61.34,5,Submitted
BID-002417,TND-00535,MPLADS-SYN-0535,CON-003,1597880.87,2026-02-15,Eligible,82.49,2,Not Selected
BID-002418,TND-00535,MPLADS-SYN-0535,CON-004,1423286.23,2026-02-15,Eligible,87.84,1,Not Selected
BID-002419,TND-00535,MPLADS-SYN-0535,CON-005,1297875.64,2026-02-15,Ineligible,,,Submitted
BID-002420,TND-00536,MPLADS-SYN-0536,CON-002,4394788.13,2026-03-09,Eligible,66.19,3,Under Evaluation
BID-002421,TND-00536,MPLADS-SYN-0536,CON-001,3651797.39,2026-03-09,Eligible,90.75,2,Not Selected
BID-002422,TND-00536,MPLADS-SYN-0536,CON-006,4346196.97,2026-03-09,Ineligible,,,Under Evaluation
BID-002423,TND-00536,MPLADS-SYN-0536,CON-004,3570766.16,2026-03-09,Eligible,79.24,1,Not Selected
BID-002424,TND-00537,MPLADS-SYN-0537,CON-006,625995.29,2026-05-14,Eligible,80.57,2,Not Selected
BID-002425,TND-00537,MPLADS-SYN-0537,CON-004,626372.31,2026-05-14,Eligible,96.65,3,Selected
BID-002426,TND-00537,MPLADS-SYN-0537,CON-003,702930.91,2026-05-14,Eligible,89.93,4,Not Selected
BID-002427,TND-00537,MPLADS-SYN-0537,CON-002,710464.04,2026-05-14,Eligible,66.76,5,Not Selected
BID-002428,TND-00537,MPLADS-SYN-0537,CON-005,591090.22,2026-05-14,Eligible,96.77,1,Not Selected
BID-002429,TND-00538,MPLADS-SYN-0538,CON-006,699805.27,2026-07-24,Eligible,95.44,2,Not Selected
BID-002430,TND-00538,MPLADS-SYN-0538,CON-003,638673.29,2026-07-24,Eligible,61.63,1,Not Selected
BID-002431,TND-00539,MPLADS-SYN-0539,CON-006,2398048.98,2026-05-05,Eligible,96.42,3,Submitted
BID-002432,TND-00539,MPLADS-SYN-0539,CON-003,2092193.28,2026-05-05,Eligible,93.0,2,Under Evaluation
BID-002433,TND-00539,MPLADS-SYN-0539,CON-002,2055526.23,2026-05-05,Eligible,72.92,1,Under Evaluation
BID-002434,TND-00540,MPLADS-SYN-0540,CON-001,662697.57,2026-01-05,Eligible,71.52,1,Under Evaluation
BID-002435,TND-00540,MPLADS-SYN-0540,CON-002,786457.59,2026-01-05,Ineligible,,,Under Evaluation
BID-002436,TND-00540,MPLADS-SYN-0540,CON-005,737490.2,2026-01-05,Ineligible,,,Submitted
BID-002437,TND-00540,MPLADS-SYN-0540,CON-004,721423.13,2026-01-05,Eligible,77.06,2,Under Evaluation
BID-002438,TND-00541,MPLADS-SYN-0541,CON-005,804649.64,2026-04-15,Ineligible,,,Ineligible
BID-002439,TND-00541,MPLADS-SYN-0541,CON-004,656695.37,2026-04-15,Eligible,64.93,1,Not Selected
BID-002440,TND-00542,MPLADS-SYN-0542,CON-006,2079493.97,2026-06-30,Eligible,79.74,5,Not Selected
BID-002441,TND-00542,MPLADS-SYN-0542,CON-007,1917222.42,2026-06-30,Ineligible,,,Ineligible
BID-002442,TND-00542,MPLADS-SYN-0542,CON-005,1788975.78,2026-06-30,Ineligible,,,Ineligible
BID-002443,TND-00542,MPLADS-SYN-0542,CON-003,1881866.07,2026-06-30,Eligible,89.14,2,Not Selected
BID-002444,TND-00542,MPLADS-SYN-0542,CON-001,1911522.74,2026-06-30,Eligible,85.28,3,Not Selected
BID-002445,TND-00542,MPLADS-SYN-0542,CON-002,1797412.93,2026-06-30,Eligible,94.19,1,Selected
BID-002446,TND-00542,MPLADS-SYN-0542,CON-004,1949739.99,2026-06-30,Eligible,69.89,4,Not Selected
BID-002447,TND-00543,MPLADS-SYN-0543,CON-007,733650.83,2026-05-09,Eligible,95.8,1,Not Selected
BID-002448,TND-00543,MPLADS-SYN-0543,CON-004,773027.6,2026-05-09,Eligible,91.03,2,Not Selected
BID-002449,TND-00543,MPLADS-SYN-0543,CON-002,882887.43,2026-05-09,Ineligible,,,Under Evaluation
BID-002450,TND-00544,MPLADS-SYN-0544,CON-007,1393742.12,2026-05-19,Eligible,76.7,2,Not Selected
BID-002451,TND-00544,MPLADS-SYN-0544,CON-004,1293941.69,2026-05-19,Ineligible,,,Submitted
BID-002452,TND-00544,MPLADS-SYN-0544,CON-006,1272770.81,2026-05-19,Eligible,76.83,1,Submitted
BID-002453,TND-00545,MPLADS-SYN-0545,CON-006,1119966.97,2026-05-10,Eligible,96.35,1,Not Selected
BID-002454,TND-00545,MPLADS-SYN-0545,CON-002,1222119.62,2026-05-10,Eligible,66.91,2,Not Selected
BID-002455,TND-00546,MPLADS-SYN-0546,CON-002,1167265.52,2026-03-02,Eligible,92.45,3,Not Selected
BID-002456,TND-00546,MPLADS-SYN-0546,CON-007,1059985.68,2026-03-02,Eligible,81.02,1,Submitted
BID-002457,TND-00546,MPLADS-SYN-0546,CON-003,1080881.25,2026-03-02,Eligible,84.83,2,Under Evaluation
BID-002458,TND-00546,MPLADS-SYN-0546,CON-001,1251253.43,2026-03-02,Eligible,92.52,5,Not Selected
BID-002459,TND-00546,MPLADS-SYN-0546,CON-006,1201749.88,2026-03-02,Eligible,95.71,4,Not Selected
BID-002460,TND-00547,MPLADS-SYN-0547,CON-002,386302.74,2026-08-04,Ineligible,,,Submitted
BID-002461,TND-00547,MPLADS-SYN-0547,CON-001,356156.17,2026-08-04,Ineligible,,,Under Evaluation
BID-002462,TND-00547,MPLADS-SYN-0547,CON-006,364713.53,2026-08-04,Eligible,72.64,1,Not Selected
BID-002463,TND-00548,MPLADS-SYN-0548,CON-007,1340634.68,2026-08-15,Eligible,82.94,3,Under Evaluation
BID-002464,TND-00548,MPLADS-SYN-0548,CON-005,1380581.76,2026-08-15,Ineligible,,,Submitted
BID-002465,TND-00548,MPLADS-SYN-0548,CON-004,1165708.29,2026-08-15,Eligible,62.66,2,Under Evaluation
BID-002466,TND-00548,MPLADS-SYN-0548,CON-006,1123017.19,2026-08-15,Eligible,94.24,1,Not Selected
BID-002467,TND-00549,MPLADS-SYN-0549,CON-004,1099017.52,2026-06-11,Eligible,65.25,2,Not Selected
BID-002468,TND-00549,MPLADS-SYN-0549,CON-001,1229224.16,2026-06-11,Eligible,64.97,3,Not Selected
BID-002469,TND-00549,MPLADS-SYN-0549,CON-002,968432.14,2026-06-11,Eligible,65.12,1,Not Selected
BID-002470,TND-00550,MPLADS-SYN-0550,CON-003,1802960.98,2026-03-12,Ineligible,,,Ineligible
BID-002471,TND-00550,MPLADS-SYN-0550,CON-006,1763380.8,2026-03-12,Ineligible,,,Ineligible
BID-002472,TND-00550,MPLADS-SYN-0550,CON-001,1687190.81,2026-03-12,Eligible,86.35,1,Not Selected
BID-002473,TND-00550,MPLADS-SYN-0550,CON-002,1854920.02,2026-03-12,Eligible,85.36,4,Not Selected
BID-002474,TND-00550,MPLADS-SYN-0550,CON-007,1690813.92,2026-03-12,Eligible,84.22,2,Not Selected
BID-002475,TND-00550,MPLADS-SYN-0550,CON-005,1707455.6,2026-03-12,Eligible,90.35,3,Selected
BID-002476,TND-00550,MPLADS-SYN-0550,CON-004,1945146.34,2026-03-12,Eligible,67.68,5,Not Selected
BID-002477,TND-00551,MPLADS-SYN-0551,CON-002,936102.08,2026-02-04,Eligible,96.26,2,Submitted
BID-002478,TND-00551,MPLADS-SYN-0551,CON-003,1035961.6,2026-02-04,Eligible,89.6,6,Submitted
BID-002479,TND-00551,MPLADS-SYN-0551,CON-007,980406.08,2026-02-04,Eligible,95.79,4,Not Selected
BID-002480,TND-00551,MPLADS-SYN-0551,CON-005,1006199.98,2026-02-04,Eligible,71.51,5,Submitted
BID-002481,TND-00551,MPLADS-SYN-0551,CON-006,940407.42,2026-02-04,Eligible,83.26,3,Submitted
BID-002482,TND-00551,MPLADS-SYN-0551,CON-001,872110.66,2026-02-04,Eligible,75.79,1,Not Selected
BID-002483,TND-00552,MPLADS-SYN-0552,CON-004,459250.77,2026-03-26,Eligible,96.76,2,Not Selected
BID-002484,TND-00552,MPLADS-SYN-0552,CON-002,407696.17,2026-03-26,Eligible,65.74,1,Not Selected
BID-002485,TND-00553,MPLADS-SYN-0553,CON-002,456770.57,2026-07-14,Eligible,64.38,4,Selected
BID-002486,TND-00553,MPLADS-SYN-0553,CON-001,469279.9,2026-07-14,Eligible,64.41,5,Not Selected
BID-002487,TND-00553,MPLADS-SYN-0553,CON-005,425540.48,2026-07-14,Eligible,64.92,3,Not Selected
BID-002488,TND-00553,MPLADS-SYN-0553,CON-004,402829.54,2026-07-14,Eligible,83.47,2,Not Selected
BID-002489,TND-00553,MPLADS-SYN-0553,CON-007,386090.7,2026-07-14,Eligible,87.47,1,Not Selected
BID-002490,TND-00554,MPLADS-SYN-0554,CON-005,834095.61,2026-02-15,Ineligible,,,Ineligible
BID-002491,TND-00554,MPLADS-SYN-0554,CON-007,793859.56,2026-02-15,Eligible,80.37,3,Not Selected
BID-002492,TND-00554,MPLADS-SYN-0554,CON-006,852670.82,2026-02-15,Ineligible,,,Ineligible
BID-002493,TND-00554,MPLADS-SYN-0554,CON-002,850631.57,2026-02-15,Eligible,89.51,4,Selected
BID-002494,TND-00554,MPLADS-SYN-0554,CON-001,735762.21,2026-02-15,Eligible,66.69,2,Not Selected
BID-002495,TND-00554,MPLADS-SYN-0554,CON-003,732921.1,2026-02-15,Eligible,90.01,1,Not Selected
BID-002496,TND-00555,MPLADS-SYN-0555,CON-005,1003019.07,2026-05-19,Eligible,92.18,5,Not Selected
BID-002497,TND-00555,MPLADS-SYN-0555,CON-001,1043709.68,2026-05-19,Eligible,74.46,6,Not Selected
BID-002498,TND-00555,MPLADS-SYN-0555,CON-003,995356.71,2026-05-19,Eligible,87.2,4,Submitted
BID-002499,TND-00555,MPLADS-SYN-0555,CON-002,942606.65,2026-05-19,Eligible,89.61,2,Submitted
BID-002500,TND-00555,MPLADS-SYN-0555,CON-004,946071.48,2026-05-19,Eligible,68.7,3,Submitted
BID-002501,TND-00555,MPLADS-SYN-0555,CON-007,915261.9,2026-05-19,Eligible,67.25,1,Under Evaluation
BID-002502,TND-00556,MPLADS-SYN-0556,CON-007,767552.68,2026-01-14,Eligible,69.86,2,Not Selected
BID-002503,TND-00556,MPLADS-SYN-0556,CON-004,738426.66,2026-01-14,Eligible,60.97,1,Not Selected
BID-002504,TND-00556,MPLADS-SYN-0556,CON-003,932896.25,2026-01-14,Eligible,76.05,5,Not Selected
BID-002505,TND-00556,MPLADS-SYN-0556,CON-006,799387.3,2026-01-14,Eligible,78.21,3,Not Selected
BID-002506,TND-00556,MPLADS-SYN-0556,CON-002,840974.79,2026-01-14,Eligible,62.29,4,Not Selected
BID-002507,TND-00557,MPLADS-SYN-0557,CON-005,1494667.95,2025-11-30,Ineligible,,,Ineligible
BID-002508,TND-00557,MPLADS-SYN-0557,CON-001,1310473.12,2025-11-30,Eligible,75.67,2,Selected
BID-002509,TND-00557,MPLADS-SYN-0557,CON-006,1209020.76,2025-11-30,Eligible,80.18,1,Not Selected
BID-002510,TND-00558,MPLADS-SYN-0558,CON-007,1087934.79,2026-01-03,Eligible,91.46,1,Not Selected
BID-002511,TND-00558,MPLADS-SYN-0558,CON-001,1194701.24,2026-01-03,Eligible,68.43,2,Not Selected
BID-002512,TND-00559,MPLADS-SYN-0559,CON-005,1579104.18,2026-07-17,Ineligible,,,Ineligible
BID-002513,TND-00559,MPLADS-SYN-0559,CON-002,1760147.44,2026-07-17,Eligible,83.67,4,Not Selected
BID-002514,TND-00559,MPLADS-SYN-0559,CON-001,1546064.08,2026-07-17,Eligible,74.13,2,Not Selected
BID-002515,TND-00559,MPLADS-SYN-0559,CON-007,1568319.74,2026-07-17,Eligible,95.94,3,Not Selected
BID-002516,TND-00559,MPLADS-SYN-0559,CON-004,1497025.3,2026-07-17,Eligible,65.2,1,Selected
BID-002517,TND-00559,MPLADS-SYN-0559,CON-006,1726136.0,2026-07-17,Ineligible,,,Ineligible
BID-002518,TND-00560,MPLADS-SYN-0560,CON-004,1370129.2,2026-01-14,Eligible,61.47,3,Not Selected
BID-002519,TND-00560,MPLADS-SYN-0560,CON-001,1122226.37,2026-01-14,Ineligible,,,Ineligible
BID-002520,TND-00560,MPLADS-SYN-0560,CON-006,1294883.7,2026-01-14,Eligible,77.07,2,Not Selected
BID-002521,TND-00560,MPLADS-SYN-0560,CON-007,1203945.67,2026-01-14,Eligible,78.58,1,Not Selected
BID-002522,TND-00561,MPLADS-SYN-0561,CON-003,566712.65,2026-05-12,Ineligible,,,Under Evaluation
BID-002523,TND-00561,MPLADS-SYN-0561,CON-001,507741.63,2026-05-12,Eligible,87.08,1,Under Evaluation
BID-002524,TND-00561,MPLADS-SYN-0561,CON-006,541160.2,2026-05-12,Eligible,73.72,2,Under Evaluation
BID-002525,TND-00561,MPLADS-SYN-0561,CON-005,569950.65,2026-05-12,Eligible,71.41,4,Under Evaluation
BID-002526,TND-00561,MPLADS-SYN-0561,CON-007,609148.86,2026-05-12,Eligible,86.75,5,Submitted
BID-002527,TND-00561,MPLADS-SYN-0561,CON-004,496594.57,2026-05-12,Ineligible,,,Submitted
BID-002528,TND-00561,MPLADS-SYN-0561,CON-002,543595.37,2026-05-12,Eligible,76.18,3,Under Evaluation
BID-002529,TND-00562,MPLADS-SYN-0562,CON-004,1719547.66,2025-12-19,Eligible,83.06,2,Not Selected
BID-002530,TND-00562,MPLADS-SYN-0562,CON-002,1431525.25,2025-12-19,Ineligible,,,Ineligible
BID-002531,TND-00562,MPLADS-SYN-0562,CON-001,1739592.62,2025-12-19,Ineligible,,,Ineligible
BID-002532,TND-00562,MPLADS-SYN-0562,CON-006,1726578.69,2025-12-19,Ineligible,,,Ineligible
BID-002533,TND-00562,MPLADS-SYN-0562,CON-007,1699835.21,2025-12-19,Eligible,73.42,1,Not Selected
BID-002534,TND-00563,MPLADS-SYN-0563,CON-001,291903.32,2026-07-11,Ineligible,,,Ineligible
BID-002535,TND-00563,MPLADS-SYN-0563,CON-002,282065.9,2026-07-11,Eligible,97.23,1,Not Selected
BID-002536,TND-00564,MPLADS-SYN-0564,CON-003,1027042.43,2026-07-14,Eligible,64.72,5,Selected
BID-002537,TND-00564,MPLADS-SYN-0564,CON-005,940471.53,2026-07-14,Eligible,88.46,1,Not Selected
BID-002538,TND-00564,MPLADS-SYN-0564,CON-006,943143.75,2026-07-14,Eligible,80.67,2,Not Selected
BID-002539,TND-00564,MPLADS-SYN-0564,CON-007,1117930.23,2026-07-14,Eligible,91.18,6,Not Selected
BID-002540,TND-00564,MPLADS-SYN-0564,CON-001,1020452.1,2026-07-14,Eligible,81.82,4,Not Selected
BID-002541,TND-00564,MPLADS-SYN-0564,CON-004,956624.6,2026-07-14,Eligible,72.03,3,Not Selected
BID-002542,TND-00565,MPLADS-SYN-0565,CON-002,1556897.82,2026-03-17,Eligible,84.57,1,Not Selected
BID-002543,TND-00565,MPLADS-SYN-0565,CON-005,1479235.33,2026-03-17,Ineligible,,,Ineligible
BID-002544,TND-00565,MPLADS-SYN-0565,CON-001,1601826.58,2026-03-17,Ineligible,,,Ineligible
BID-002545,TND-00566,MPLADS-SYN-0566,CON-006,1483703.26,2026-01-04,Eligible,75.61,6,Submitted
BID-002546,TND-00566,MPLADS-SYN-0566,CON-004,1418251.51,2026-01-04,Eligible,68.22,3,Submitted
BID-002547,TND-00566,MPLADS-SYN-0566,CON-002,1382495.64,2026-01-04,Eligible,78.24,2,Under Evaluation
BID-002548,TND-00566,MPLADS-SYN-0566,CON-001,1374815.3,2026-01-04,Eligible,88.96,1,Submitted
BID-002549,TND-00566,MPLADS-SYN-0566,CON-007,1438835.14,2026-01-04,Eligible,86.18,4,Not Selected
BID-002550,TND-00566,MPLADS-SYN-0566,CON-005,1468270.54,2026-01-04,Eligible,81.6,5,Not Selected
BID-002551,TND-00567,MPLADS-SYN-0567,CON-001,3796829.6,2026-04-29,Eligible,87.04,1,Not Selected
BID-002552,TND-00567,MPLADS-SYN-0567,CON-005,3890741.43,2026-04-29,Eligible,93.57,2,Not Selected
BID-002553,TND-00568,MPLADS-SYN-0568,CON-006,1591594.08,2026-06-27,Eligible,63.38,3,Not Selected
BID-002554,TND-00568,MPLADS-SYN-0568,CON-007,1295595.93,2026-06-27,Eligible,85.11,1,Not Selected
BID-002555,TND-00568,MPLADS-SYN-0568,CON-001,1522223.94,2026-06-27,Eligible,63.61,2,Not Selected
BID-002556,TND-00568,MPLADS-SYN-0568,CON-002,1624083.31,2026-06-27,Eligible,68.94,5,Not Selected
BID-002557,TND-00568,MPLADS-SYN-0568,CON-004,1531629.81,2026-06-27,Ineligible,,,Ineligible
BID-002558,TND-00568,MPLADS-SYN-0568,CON-005,1612812.17,2026-06-27,Eligible,63.17,4,Selected
BID-002559,TND-00569,MPLADS-SYN-0569,CON-004,1407577.76,2026-03-11,Eligible,90.98,3,Not Selected
BID-002560,TND-00569,MPLADS-SYN-0569,CON-001,1371076.69,2026-03-11,Ineligible,,,Ineligible
BID-002561,TND-00569,MPLADS-SYN-0569,CON-006,1384867.76,2026-03-11,Eligible,80.33,2,Not Selected
BID-002562,TND-00569,MPLADS-SYN-0569,CON-005,1148331.01,2026-03-11,Eligible,77.15,1,Not Selected
BID-002563,TND-00570,MPLADS-SYN-0570,CON-007,2007794.4,2026-02-01,Eligible,69.86,1,Selected
BID-002564,TND-00570,MPLADS-SYN-0570,CON-003,1999156.95,2026-02-01,Ineligible,,,Ineligible
BID-002565,TND-00570,MPLADS-SYN-0570,CON-004,2157714.92,2026-02-01,Eligible,91.49,4,Not Selected
BID-002566,TND-00570,MPLADS-SYN-0570,CON-005,2076301.38,2026-02-01,Eligible,74.45,3,Not Selected
BID-002567,TND-00570,MPLADS-SYN-0570,CON-001,2021374.26,2026-02-01,Ineligible,,,Ineligible
BID-002568,TND-00570,MPLADS-SYN-0570,CON-002,2025072.15,2026-02-01,Eligible,95.5,2,Not Selected
BID-002569,TND-00571,MPLADS-SYN-0571,CON-004,1696966.78,2026-06-08,Ineligible,,,Not Selected
BID-002570,TND-00571,MPLADS-SYN-0571,CON-006,1805836.39,2026-06-08,Eligible,82.38,3,Submitted
BID-002571,TND-00571,MPLADS-SYN-0571,CON-002,1624128.43,2026-06-08,Eligible,94.38,1,Under Evaluation
BID-002572,TND-00571,MPLADS-SYN-0571,CON-005,1561075.55,2026-06-08,Ineligible,,,Submitted
BID-002573,TND-00571,MPLADS-SYN-0571,CON-007,1680187.99,2026-06-08,Eligible,94.18,2,Under Evaluation
BID-002574,TND-00572,MPLADS-SYN-0572,CON-005,1047601.01,2026-08-09,Eligible,72.67,3,Not Selected
BID-002575,TND-00572,MPLADS-SYN-0572,CON-002,1001007.51,2026-08-09,Eligible,89.6,2,Not Selected
BID-002576,TND-00572,MPLADS-SYN-0572,CON-007,1022963.47,2026-08-09,Ineligible,,,Ineligible
BID-002577,TND-00572,MPLADS-SYN-0572,CON-006,949157.19,2026-08-09,Eligible,93.62,1,Not Selected
BID-002578,TND-00573,MPLADS-SYN-0573,CON-007,2283978.57,2026-03-02,Eligible,60.01,3,Not Selected
BID-002579,TND-00573,MPLADS-SYN-0573,CON-005,2620596.76,2026-03-02,Eligible,70.1,6,Not Selected
BID-002580,TND-00573,MPLADS-SYN-0573,CON-002,2280078.33,2026-03-02,Eligible,83.34,2,Selected
BID-002581,TND-00573,MPLADS-SYN-0573,CON-003,2568200.57,2026-03-02,Eligible,97.43,5,Not Selected
BID-002582,TND-00573,MPLADS-SYN-0573,CON-004,2277113.11,2026-03-02,Eligible,97.64,1,Not Selected
BID-002583,TND-00573,MPLADS-SYN-0573,CON-001,2491737.17,2026-03-02,Ineligible,,,Ineligible
BID-002584,TND-00573,MPLADS-SYN-0573,CON-006,2401165.48,2026-03-02,Eligible,76.15,4,Not Selected
BID-002585,TND-00574,MPLADS-SYN-0574,CON-005,4028785.68,2026-08-06,Eligible,73.59,3,Not Selected
BID-002586,TND-00574,MPLADS-SYN-0574,CON-001,3958105.23,2026-08-06,Eligible,97.95,2,Not Selected
BID-002587,TND-00574,MPLADS-SYN-0574,CON-003,4070158.99,2026-08-06,Ineligible,,,Ineligible
BID-002588,TND-00574,MPLADS-SYN-0574,CON-002,3341332.34,2026-08-06,Eligible,78.05,1,Not Selected
BID-002589,TND-00575,MPLADS-SYN-0575,CON-003,1632860.69,2026-01-16,Ineligible,,,Ineligible
