project_id,anomaly_type,risk_level,reason,label_source
MPLADS-SYN-0575,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0576,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0577,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0578,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0579,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0580,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0581,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0582,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0583,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0584,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0585,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0586,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0587,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0588,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0589,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0590,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0591,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0592,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0593,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0594,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0595,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0596,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0597,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0598,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0599,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0600,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0601,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0602,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0603,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0604,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0605,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0606,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0607,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0608,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0609,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0610,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0611,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0612,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0613,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0614,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0615,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0616,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0617,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0618,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0619,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0620,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0621,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0622,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0623,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0624,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0625,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0626,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0627,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0628,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0629,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0630,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0631,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0632,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0633,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0634,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0635,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0636,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0637,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0638,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0639,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0640,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0641,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0642,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0643,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0644,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0645,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0646,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0647,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0648,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0649,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0650,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0651,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0652,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0653,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0654,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0655,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0656,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0657,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0658,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0659,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0660,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0661,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0662,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0663,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0664,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0665,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0666,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0667,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0668,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0669,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0670,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0671,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0672,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0673,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0674,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0675,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0676,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0677,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0678,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0679,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0680,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0681,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0682,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0683,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0684,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0685,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0686,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0687,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0688,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0689,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0690,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0691,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0692,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0693,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0694,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0695,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0696,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0697,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0698,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0699,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0700,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0701,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0702,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0703,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0704,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0705,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0706,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0707,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0708,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0709,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0710,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0711,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0712,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0713,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0714,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0715,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0716,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0717,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0718,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0719,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0720,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0721,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0722,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0723,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0724,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0725,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0726,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0727,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0728,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0729,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0730,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0731,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0732,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0733,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0734,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0735,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0736,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0737,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0738,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0739,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0740,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0741,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0742,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0743,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0744,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0745,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0746,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0747,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0748,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0749,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0750,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0751,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0752,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0753,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0754,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0755,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0756,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0757,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0758,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0759,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0760,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0761,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0762,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0763,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0764,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0765,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0766,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0767,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0768,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0769,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0770,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0771,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0772,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0773,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0774,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0775,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0776,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0777,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0778,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0779,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0780,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0781,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0782,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0783,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0784,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0785,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0786,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0787,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0788,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0789,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0790,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0791,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0792,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0793,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0794,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0795,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0796,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0797,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0798,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0799,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0800,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0801,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0802,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0803,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0804,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0805,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0806,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0807,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0808,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0809,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0810,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0811,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0812,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0813,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0814,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0815,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0816,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0817,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0818,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0819,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0820,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0821,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0822,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0823,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0824,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0825,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0826,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0827,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0828,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0829,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0830,duplicate,High,Potentially similar project/location requires verification,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0831,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0832,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0833,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0834,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0835,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0836,delay,High,Physical progress is below expected schedule,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0837,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0838,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0839,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0840,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0841,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0842,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0843,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0844,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0845,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0846,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0847,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0848,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0849,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0850,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0851,payment_anomaly,Medium,Prototype payment pattern anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0852,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0853,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0854,cost_anomaly,High,High expenditure relative to physical progress,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0855,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0856,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0857,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0858,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0859,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0860,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0861,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
MPLADS-SYN-0862,normal,Low,No major prototype anomaly,SYNTHETIC_PROTOTYPE
