update_id,project_id,date,physical_progress,financial_progress,reported_by,data_source
PR-0506-2,MPLADS-SYN-0506,2026-03-31,54,55,Field Officer,SYNTHETIC_PROTOTYPE
PR-0506-3,MPLADS-SYN-0506,2026-04-28,80,81,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0507-1,MPLADS-SYN-0507,2026-03-08,26,22,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0507-2,MPLADS-SYN-0507,2026-04-12,56,48,District Authority,SYNTHETIC_PROTOTYPE
PR-0507-3,MPLADS-SYN-0507,2026-05-19,86,82,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0508-1,MPLADS-SYN-0508,2026-02-20,31,26,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0508-2,MPLADS-SYN-0508,2026-04-06,51,51,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0508-3,MPLADS-SYN-0508,2026-05-23,83,71,Field Officer,SYNTHETIC_PROTOTYPE
PR-0509-1,MPLADS-SYN-0509,2026-09-05,13,19,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0509-2,MPLADS-SYN-0509,2026-09-25,36,38,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0509-3,MPLADS-SYN-0509,2026-10-16,52,51,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0510-1,MPLADS-SYN-0510,2026-08-10,28,31,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0510-2,MPLADS-SYN-0510,2026-10-08,57,55,District Authority,SYNTHETIC_PROTOTYPE
PR-0510-3,MPLADS-SYN-0510,2026-12-08,86,91,Field Officer,SYNTHETIC_PROTOTYPE
PR-0511-1,MPLADS-SYN-0511,2026-02-12,27,26,Field Officer,SYNTHETIC_PROTOTYPE
PR-0511-2,MPLADS-SYN-0511,2026-03-20,52,58,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0511-3,MPLADS-SYN-0511,2026-04-27,82,82,Field Officer,SYNTHETIC_PROTOTYPE
PR-0512-1,MPLADS-SYN-0512,2026-06-30,1,12,District Authority,SYNTHETIC_PROTOTYPE
PR-0512-2,MPLADS-SYN-0512,2026-07-30,8,27,District Authority,SYNTHETIC_PROTOTYPE
PR-0512-3,MPLADS-SYN-0512,2026-08-30,15,32,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0513-1,MPLADS-SYN-0513,2026-07-05,28,26,District Authority,SYNTHETIC_PROTOTYPE
PR-0513-2,MPLADS-SYN-0513,2026-08-30,52,54,District Authority,SYNTHETIC_PROTOTYPE
PR-0513-3,MPLADS-SYN-0513,2026-10-28,83,84,Field Officer,SYNTHETIC_PROTOTYPE
PR-0514-1,MPLADS-SYN-0514,2026-04-21,29,23,District Authority,SYNTHETIC_PROTOTYPE
PR-0514-2,MPLADS-SYN-0514,2026-06-02,46,41,District Authority,SYNTHETIC_PROTOTYPE
PR-0514-3,MPLADS-SYN-0514,2026-07-15,79,58,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0515-1,MPLADS-SYN-0515,2026-09-24,10,9,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0515-2,MPLADS-SYN-0515,2026-11-25,24,23,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0515-3,MPLADS-SYN-0515,2027-01-29,36,30,District Authority,SYNTHETIC_PROTOTYPE
PR-0516-1,MPLADS-SYN-0516,2026-08-08,15,14,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0516-2,MPLADS-SYN-0516,2026-09-01,40,37,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0516-3,MPLADS-SYN-0516,2026-09-27,54,60,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0517-1,MPLADS-SYN-0517,2026-07-14,12,12,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0517-2,MPLADS-SYN-0517,2026-09-18,23,27,Field Officer,SYNTHETIC_PROTOTYPE
PR-0517-3,MPLADS-SYN-0517,2026-11-26,43,48,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0518-1,MPLADS-SYN-0518,2026-09-17,13,14,District Authority,SYNTHETIC_PROTOTYPE
PR-0518-2,MPLADS-SYN-0518,2026-10-10,33,27,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0518-3,MPLADS-SYN-0518,2026-11-03,51,41,Field Officer,SYNTHETIC_PROTOTYPE
PR-0519-1,MPLADS-SYN-0519,2026-10-10,9,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0519-2,MPLADS-SYN-0519,2026-12-14,17,58,Field Officer,SYNTHETIC_PROTOTYPE
PR-0519-3,MPLADS-SYN-0519,2027-02-20,31,89,District Authority,SYNTHETIC_PROTOTYPE
PR-0520-1,MPLADS-SYN-0520,2026-03-24,18,19,District Authority,SYNTHETIC_PROTOTYPE
PR-0520-2,MPLADS-SYN-0520,2026-04-27,49,34,Field Officer,SYNTHETIC_PROTOTYPE
PR-0520-3,MPLADS-SYN-0520,2026-06-02,68,56,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0521-1,MPLADS-SYN-0521,2026-05-10,15,14,Field Officer,SYNTHETIC_PROTOTYPE
PR-0521-2,MPLADS-SYN-0521,2026-06-12,27,18,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0521-3,MPLADS-SYN-0521,2026-07-17,43,33,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0522-1,MPLADS-SYN-0522,2026-02-16,28,29,District Authority,SYNTHETIC_PROTOTYPE
PR-0522-2,MPLADS-SYN-0522,2026-03-23,63,60,Field Officer,SYNTHETIC_PROTOTYPE
PR-0522-3,MPLADS-SYN-0522,2026-04-29,91,93,District Authority,SYNTHETIC_PROTOTYPE
PR-0523-1,MPLADS-SYN-0523,2026-06-11,22,26,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0523-2,MPLADS-SYN-0523,2026-07-12,52,49,Field Officer,SYNTHETIC_PROTOTYPE
PR-0523-3,MPLADS-SYN-0523,2026-08-14,77,73,Field Officer,SYNTHETIC_PROTOTYPE
PR-0524-1,MPLADS-SYN-0524,2026-06-03,13,20,District Authority,SYNTHETIC_PROTOTYPE
PR-0524-2,MPLADS-SYN-0524,2026-07-14,30,29,District Authority,SYNTHETIC_PROTOTYPE
PR-0524-3,MPLADS-SYN-0524,2026-08-26,45,52,Field Officer,SYNTHETIC_PROTOTYPE
PR-0525-1,MPLADS-SYN-0525,2026-08-27,16,22,District Authority,SYNTHETIC_PROTOTYPE
PR-0525-2,MPLADS-SYN-0525,2026-10-30,24,44,Field Officer,SYNTHETIC_PROTOTYPE
PR-0525-3,MPLADS-SYN-0525,2027-01-04,44,74,District Authority,SYNTHETIC_PROTOTYPE
PR-0526-1,MPLADS-SYN-0526,2026-03-11,13,6,Field Officer,SYNTHETIC_PROTOTYPE
PR-0526-2,MPLADS-SYN-0526,2026-04-13,26,12,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0526-3,MPLADS-SYN-0526,2026-05-18,37,27,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0527-1,MPLADS-SYN-0527,2026-05-03,23,22,District Authority,SYNTHETIC_PROTOTYPE
PR-0527-2,MPLADS-SYN-0527,2026-05-23,39,47,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0527-3,MPLADS-SYN-0527,2026-06-13,67,71,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0528-1,MPLADS-SYN-0528,2026-05-21,30,27,Field Officer,SYNTHETIC_PROTOTYPE
PR-0528-2,MPLADS-SYN-0528,2026-06-18,55,54,District Authority,SYNTHETIC_PROTOTYPE
PR-0528-3,MPLADS-SYN-0528,2026-07-17,78,80,Field Officer,SYNTHETIC_PROTOTYPE
PR-0529-1,MPLADS-SYN-0529,2026-06-26,25,26,District Authority,SYNTHETIC_PROTOTYPE
PR-0529-2,MPLADS-SYN-0529,2026-07-31,56,56,District Authority,SYNTHETIC_PROTOTYPE
PR-0529-3,MPLADS-SYN-0529,2026-09-06,83,86,District Authority,SYNTHETIC_PROTOTYPE
PR-0530-1,MPLADS-SYN-0530,2026-08-06,13,15,District Authority,SYNTHETIC_PROTOTYPE
PR-0530-2,MPLADS-SYN-0530,2026-09-21,38,29,District Authority,SYNTHETIC_PROTOTYPE
PR-0530-3,MPLADS-SYN-0530,2026-11-08,54,45,District Authority,SYNTHETIC_PROTOTYPE
PR-0531-1,MPLADS-SYN-0531,2026-04-28,22,29,District Authority,SYNTHETIC_PROTOTYPE
PR-0531-2,MPLADS-SYN-0531,2026-07-12,46,50,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0531-3,MPLADS-SYN-0531,2026-09-28,77,81,District Authority,SYNTHETIC_PROTOTYPE
PR-0532-1,MPLADS-SYN-0532,2026-04-28,23,19,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0532-2,MPLADS-SYN-0532,2026-05-20,37,44,District Authority,SYNTHETIC_PROTOTYPE
PR-0532-3,MPLADS-SYN-0532,2026-06-12,63,65,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0533-1,MPLADS-SYN-0533,2026-09-03,9,12,Field Officer,SYNTHETIC_PROTOTYPE
PR-0533-2,MPLADS-SYN-0533,2026-09-25,26,27,District Authority,SYNTHETIC_PROTOTYPE
PR-0533-3,MPLADS-SYN-0533,2026-10-18,40,49,Field Officer,SYNTHETIC_PROTOTYPE
PR-0534-1,MPLADS-SYN-0534,2026-04-30,19,27,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0534-2,MPLADS-SYN-0534,2026-07-07,43,44,Field Officer,SYNTHETIC_PROTOTYPE
PR-0534-3,MPLADS-SYN-0534,2026-09-15,63,73,Field Officer,SYNTHETIC_PROTOTYPE
PR-0535-1,MPLADS-SYN-0535,2026-04-09,23,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0535-2,MPLADS-SYN-0535,2026-05-28,48,51,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0535-3,MPLADS-SYN-0535,2026-07-17,71,76,District Authority,SYNTHETIC_PROTOTYPE
PR-0536-1,MPLADS-SYN-0536,2026-05-22,1,13,Field Officer,SYNTHETIC_PROTOTYPE
PR-0536-2,MPLADS-SYN-0536,2026-07-24,7,19,District Authority,SYNTHETIC_PROTOTYPE
PR-0536-3,MPLADS-SYN-0536,2026-09-27,8,34,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0537-1,MPLADS-SYN-0537,2026-07-24,24,16,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0537-2,MPLADS-SYN-0537,2026-08-28,48,40,District Authority,SYNTHETIC_PROTOTYPE
PR-0537-3,MPLADS-SYN-0537,2026-10-04,67,55,Field Officer,SYNTHETIC_PROTOTYPE
PR-0538-1,MPLADS-SYN-0538,2026-10-03,28,27,Field Officer,SYNTHETIC_PROTOTYPE
PR-0538-2,MPLADS-SYN-0538,2026-12-17,60,61,District Authority,SYNTHETIC_PROTOTYPE
PR-0538-3,MPLADS-SYN-0538,2027-03-04,89,97,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0539-1,MPLADS-SYN-0539,2026-08-25,24,29,District Authority,SYNTHETIC_PROTOTYPE
PR-0539-2,MPLADS-SYN-0539,2026-11-12,57,64,Field Officer,SYNTHETIC_PROTOTYPE
PR-0539-3,MPLADS-SYN-0539,2027-02-01,85,88,District Authority,SYNTHETIC_PROTOTYPE
PR-0540-1,MPLADS-SYN-0540,2026-02-13,26,19,District Authority,SYNTHETIC_PROTOTYPE
PR-0540-2,MPLADS-SYN-0540,2026-03-20,50,42,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0540-3,MPLADS-SYN-0540,2026-04-26,75,70,Field Officer,SYNTHETIC_PROTOTYPE
PR-0541-1,MPLADS-SYN-0541,2026-06-29,29,26,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0541-2,MPLADS-SYN-0541,2026-08-09,50,57,District Authority,SYNTHETIC_PROTOTYPE
PR-0541-3,MPLADS-SYN-0541,2026-09-20,83,88,Field Officer,SYNTHETIC_PROTOTYPE
PR-0542-1,MPLADS-SYN-0542,2026-09-06,5,7,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0542-2,MPLADS-SYN-0542,2026-10-23,12,17,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0542-3,MPLADS-SYN-0542,2026-12-11,14,28,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0543-1,MPLADS-SYN-0543,2026-06-26,17,14,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0543-2,MPLADS-SYN-0543,2026-08-06,27,37,District Authority,SYNTHETIC_PROTOTYPE
PR-0543-3,MPLADS-SYN-0543,2026-09-18,50,51,Field Officer,SYNTHETIC_PROTOTYPE
PR-0544-1,MPLADS-SYN-0544,2026-06-28,10,33,District Authority,SYNTHETIC_PROTOTYPE
PR-0544-2,MPLADS-SYN-0544,2026-08-02,17,63,Field Officer,SYNTHETIC_PROTOTYPE
PR-0544-3,MPLADS-SYN-0544,2026-09-08,37,94,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0545-1,MPLADS-SYN-0545,2026-07-18,13,16,Field Officer,SYNTHETIC_PROTOTYPE
PR-0545-2,MPLADS-SYN-0545,2026-08-23,21,21,District Authority,SYNTHETIC_PROTOTYPE
PR-0545-3,MPLADS-SYN-0545,2026-09-30,40,37,District Authority,SYNTHETIC_PROTOTYPE
PR-0546-1,MPLADS-SYN-0546,2026-04-17,28,29,Field Officer,SYNTHETIC_PROTOTYPE
PR-0546-2,MPLADS-SYN-0546,2026-05-10,47,48,District Authority,SYNTHETIC_PROTOTYPE
PR-0546-3,MPLADS-SYN-0546,2026-06-03,79,74,Field Officer,SYNTHETIC_PROTOTYPE
PR-0547-1,MPLADS-SYN-0547,2026-10-10,23,18,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0547-2,MPLADS-SYN-0547,2026-12-19,47,41,District Authority,SYNTHETIC_PROTOTYPE
PR-0547-3,MPLADS-SYN-0547,2027-03-02,76,63,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0548-1,MPLADS-SYN-0548,2026-09-11,25,23,Field Officer,SYNTHETIC_PROTOTYPE
PR-0548-2,MPLADS-SYN-0548,2026-10-01,41,47,District Authority,SYNTHETIC_PROTOTYPE
PR-0548-3,MPLADS-SYN-0548,2026-10-22,62,77,District Authority,SYNTHETIC_PROTOTYPE
PR-0549-1,MPLADS-SYN-0549,2026-08-20,8,10,Field Officer,SYNTHETIC_PROTOTYPE
PR-0549-2,MPLADS-SYN-0549,2026-10-09,18,11,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0549-3,MPLADS-SYN-0549,2026-12-01,26,28,District Authority,SYNTHETIC_PROTOTYPE
PR-0550-1,MPLADS-SYN-0550,2026-05-12,15,12,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0550-2,MPLADS-SYN-0550,2026-06-04,29,30,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0550-3,MPLADS-SYN-0550,2026-06-29,44,48,District Authority,SYNTHETIC_PROTOTYPE
PR-0551-1,MPLADS-SYN-0551,2026-03-11,24,26,District Authority,SYNTHETIC_PROTOTYPE
PR-0551-2,MPLADS-SYN-0551,2026-04-01,51,48,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0551-3,MPLADS-SYN-0551,2026-04-23,76,74,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0552-1,MPLADS-SYN-0552,2026-05-12,16,22,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0552-2,MPLADS-SYN-0552,2026-06-01,32,44,District Authority,SYNTHETIC_PROTOTYPE
PR-0552-3,MPLADS-SYN-0552,2026-06-22,43,62,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0553-1,MPLADS-SYN-0553,2026-08-27,31,30,District Authority,SYNTHETIC_PROTOTYPE
PR-0553-2,MPLADS-SYN-0553,2026-10-11,64,58,District Authority,SYNTHETIC_PROTOTYPE
PR-0553-3,MPLADS-SYN-0553,2026-11-27,95,80,District Authority,SYNTHETIC_PROTOTYPE
PR-0554-1,MPLADS-SYN-0554,2026-05-13,5,30,District Authority,SYNTHETIC_PROTOTYPE
PR-0554-2,MPLADS-SYN-0554,2026-07-19,17,54,District Authority,SYNTHETIC_PROTOTYPE
PR-0554-3,MPLADS-SYN-0554,2026-09-27,21,88,District Authority,SYNTHETIC_PROTOTYPE
PR-0555-1,MPLADS-SYN-0555,2026-07-30,25,33,District Authority,SYNTHETIC_PROTOTYPE
PR-0555-2,MPLADS-SYN-0555,2026-10-13,57,62,District Authority,SYNTHETIC_PROTOTYPE
PR-0555-3,MPLADS-SYN-0555,2026-12-30,82,100,District Authority,SYNTHETIC_PROTOTYPE
PR-0556-1,MPLADS-SYN-0556,2026-04-17,17,17,Field Officer,SYNTHETIC_PROTOTYPE
PR-0556-2,MPLADS-SYN-0556,2026-06-18,43,32,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0556-3,MPLADS-SYN-0556,2026-08-22,67,51,District Authority,SYNTHETIC_PROTOTYPE
PR-0557-1,MPLADS-SYN-0557,2026-02-16,22,27,Field Officer,SYNTHETIC_PROTOTYPE
PR-0557-2,MPLADS-SYN-0557,2026-03-21,41,51,Field Officer,SYNTHETIC_PROTOTYPE
PR-0557-3,MPLADS-SYN-0557,2026-04-24,70,78,District Authority,SYNTHETIC_PROTOTYPE
PR-0558-1,MPLADS-SYN-0558,2026-04-13,29,24,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0558-2,MPLADS-SYN-0558,2026-06-18,50,42,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0558-3,MPLADS-SYN-0558,2026-08-25,74,68,Field Officer,SYNTHETIC_PROTOTYPE
PR-0559-1,MPLADS-SYN-0559,2026-09-18,12,14,District Authority,SYNTHETIC_PROTOTYPE
PR-0559-2,MPLADS-SYN-0559,2026-11-05,25,29,Field Officer,SYNTHETIC_PROTOTYPE
PR-0559-3,MPLADS-SYN-0559,2026-12-24,42,40,District Authority,SYNTHETIC_PROTOTYPE
PR-0560-1,MPLADS-SYN-0560,2026-02-11,16,18,District Authority,SYNTHETIC_PROTOTYPE
PR-0560-2,MPLADS-SYN-0560,2026-03-08,27,30,District Authority,SYNTHETIC_PROTOTYPE
PR-0560-3,MPLADS-SYN-0560,2026-04-03,45,46,District Authority,SYNTHETIC_PROTOTYPE
PR-0561-1,MPLADS-SYN-0561,2026-07-26,12,10,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0561-2,MPLADS-SYN-0561,2026-09-11,24,28,Field Officer,SYNTHETIC_PROTOTYPE
PR-0561-3,MPLADS-SYN-0561,2026-10-30,41,49,District Authority,SYNTHETIC_PROTOTYPE
PR-0562-1,MPLADS-SYN-0562,2026-01-29,19,20,District Authority,SYNTHETIC_PROTOTYPE
PR-0562-2,MPLADS-SYN-0562,2026-02-21,41,45,Field Officer,SYNTHETIC_PROTOTYPE
PR-0562-3,MPLADS-SYN-0562,2026-03-18,66,69,Field Officer,SYNTHETIC_PROTOTYPE
PR-0563-1,MPLADS-SYN-0563,2026-11-02,27,34,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0563-2,MPLADS-SYN-0563,2027-01-15,56,64,District Authority,SYNTHETIC_PROTOTYPE
PR-0563-3,MPLADS-SYN-0563,2027-04-01,86,94,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0564-1,MPLADS-SYN-0564,2026-10-22,21,13,Field Officer,SYNTHETIC_PROTOTYPE
PR-0564-2,MPLADS-SYN-0564,2027-01-01,48,33,Field Officer,SYNTHETIC_PROTOTYPE
PR-0564-3,MPLADS-SYN-0564,2027-03-16,68,58,District Authority,SYNTHETIC_PROTOTYPE
PR-0565-1,MPLADS-SYN-0565,2026-07-04,30,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0565-2,MPLADS-SYN-0565,2026-09-16,61,56,Field Officer,SYNTHETIC_PROTOTYPE
PR-0565-3,MPLADS-SYN-0565,2026-12-02,92,86,Field Officer,SYNTHETIC_PROTOTYPE
PR-0566-1,MPLADS-SYN-0566,2026-02-26,27,29,Field Officer,SYNTHETIC_PROTOTYPE
PR-0566-2,MPLADS-SYN-0566,2026-04-23,50,52,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0566-3,MPLADS-SYN-0566,2026-06-20,78,81,District Authority,SYNTHETIC_PROTOTYPE
PR-0567-1,MPLADS-SYN-0567,2026-07-20,9,14,Field Officer,SYNTHETIC_PROTOTYPE
PR-0567-2,MPLADS-SYN-0567,2026-09-21,25,28,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0567-3,MPLADS-SYN-0567,2026-11-25,33,43,Field Officer,SYNTHETIC_PROTOTYPE
PR-0568-1,MPLADS-SYN-0568,2026-09-05,24,20,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0568-2,MPLADS-SYN-0568,2026-10-20,41,44,Field Officer,SYNTHETIC_PROTOTYPE
PR-0568-3,MPLADS-SYN-0568,2026-12-06,64,62,District Authority,SYNTHETIC_PROTOTYPE
PR-0569-1,MPLADS-SYN-0569,2026-04-30,29,34,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0569-2,MPLADS-SYN-0569,2026-05-26,60,68,Field Officer,SYNTHETIC_PROTOTYPE
PR-0569-3,MPLADS-SYN-0569,2026-06-22,96,97,District Authority,SYNTHETIC_PROTOTYPE
PR-0570-1,MPLADS-SYN-0570,2026-03-23,28,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0570-2,MPLADS-SYN-0570,2026-04-30,48,46,Field Officer,SYNTHETIC_PROTOTYPE
PR-0570-3,MPLADS-SYN-0570,2026-06-09,80,72,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0571-1,MPLADS-SYN-0571,2026-08-29,17,18,Field Officer,SYNTHETIC_PROTOTYPE
PR-0571-2,MPLADS-SYN-0571,2026-10-27,33,31,Field Officer,SYNTHETIC_PROTOTYPE
PR-0571-3,MPLADS-SYN-0571,2026-12-27,54,53,Field Officer,SYNTHETIC_PROTOTYPE
PR-0572-1,MPLADS-SYN-0572,2026-10-30,19,27,District Authority,SYNTHETIC_PROTOTYPE
PR-0572-2,MPLADS-SYN-0572,2027-01-17,43,45,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0572-3,MPLADS-SYN-0572,2027-04-08,62,68,District Authority,SYNTHETIC_PROTOTYPE
PR-0573-1,MPLADS-SYN-0573,2026-05-13,29,25,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0573-2,MPLADS-SYN-0573,2026-06-16,50,62,District Authority,SYNTHETIC_PROTOTYPE
PR-0573-3,MPLADS-SYN-0573,2026-07-22,82,89,District Authority,SYNTHETIC_PROTOTYPE
PR-0574-1,MPLADS-SYN-0574,2026-09-24,10,16,Field Officer,SYNTHETIC_PROTOTYPE
PR-0574-2,MPLADS-SYN-0574,2026-10-24,17,40,Field Officer,SYNTHETIC_PROTOTYPE
PR-0574-3,MPLADS-SYN-0574,2026-11-25,32,59,District Authority,SYNTHETIC_PROTOTYPE
PR-0575-1,MPLADS-SYN-0575,2026-03-10,13,25,District Authority,SYNTHETIC_PROTOTYPE
PR-0575-2,MPLADS-SYN-0575,2026-05-08,23,42,District Authority,SYNTHETIC_PROTOTYPE
PR-0575-3,MPLADS-SYN-0575,2026-07-09,34,65,District Authority,SYNTHETIC_PROTOTYPE
PR-0576-1,MPLADS-SYN-0576,2026-03-19,32,28,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0576-2,MPLADS-SYN-0576,2026-04-27,52,52,Field Officer,SYNTHETIC_PROTOTYPE
PR-0576-3,MPLADS-SYN-0576,2026-06-07,90,77,District Authority,SYNTHETIC_PROTOTYPE
PR-0577-1,MPLADS-SYN-0577,2026-09-06,5,27,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0577-2,MPLADS-SYN-0577,2026-11-23,12,57,District Authority,SYNTHETIC_PROTOTYPE
PR-0577-3,MPLADS-SYN-0577,2027-02-12,28,80,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0578-1,MPLADS-SYN-0578,2026-02-01,14,10,Field Officer,SYNTHETIC_PROTOTYPE
PR-0578-2,MPLADS-SYN-0578,2026-03-02,29,21,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0578-3,MPLADS-SYN-0578,2026-04-02,39,36,Field Officer,SYNTHETIC_PROTOTYPE
PR-0579-1,MPLADS-SYN-0579,2026-11-05,21,28,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0579-2,MPLADS-SYN-0579,2027-01-20,47,53,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0579-3,MPLADS-SYN-0579,2027-04-09,72,76,District Authority,SYNTHETIC_PROTOTYPE
PR-0580-1,MPLADS-SYN-0580,2026-07-16,21,31,District Authority,SYNTHETIC_PROTOTYPE
PR-0580-2,MPLADS-SYN-0580,2026-09-07,46,53,District Authority,SYNTHETIC_PROTOTYPE
PR-0580-3,MPLADS-SYN-0580,2026-11-01,71,86,District Authority,SYNTHETIC_PROTOTYPE
PR-0581-1,MPLADS-SYN-0581,2026-09-27,26,23,District Authority,SYNTHETIC_PROTOTYPE
PR-0581-2,MPLADS-SYN-0581,2026-12-01,47,56,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0581-3,MPLADS-SYN-0581,2027-02-06,70,82,Field Officer,SYNTHETIC_PROTOTYPE
PR-0582-1,MPLADS-SYN-0582,2026-04-24,14,29,District Authority,SYNTHETIC_PROTOTYPE
PR-0582-2,MPLADS-SYN-0582,2026-06-06,27,53,Field Officer,SYNTHETIC_PROTOTYPE
PR-0582-3,MPLADS-SYN-0582,2026-07-21,45,78,Field Officer,SYNTHETIC_PROTOTYPE
PR-0583-1,MPLADS-SYN-0583,2026-09-05,5,19,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0583-2,MPLADS-SYN-0583,2026-10-19,10,32,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0583-3,MPLADS-SYN-0583,2026-12-04,23,53,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0584-1,MPLADS-SYN-0584,2026-05-27,12,19,Field Officer,SYNTHETIC_PROTOTYPE
PR-0584-2,MPLADS-SYN-0584,2026-06-21,30,34,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0584-3,MPLADS-SYN-0584,2026-07-17,51,56,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0585-1,MPLADS-SYN-0585,2026-02-22,24,27,District Authority,SYNTHETIC_PROTOTYPE
PR-0585-2,MPLADS-SYN-0585,2026-04-10,46,43,District Authority,SYNTHETIC_PROTOTYPE
PR-0585-3,MPLADS-SYN-0585,2026-05-28,80,67,Field Officer,SYNTHETIC_PROTOTYPE
PR-0586-1,MPLADS-SYN-0586,2026-03-09,17,18,District Authority,SYNTHETIC_PROTOTYPE
PR-0586-2,MPLADS-SYN-0586,2026-04-05,40,33,District Authority,SYNTHETIC_PROTOTYPE
PR-0586-3,MPLADS-SYN-0586,2026-05-04,57,49,District Authority,SYNTHETIC_PROTOTYPE
PR-0587-1,MPLADS-SYN-0587,2026-05-05,13,11,District Authority,SYNTHETIC_PROTOTYPE
PR-0587-2,MPLADS-SYN-0587,2026-05-29,23,30,Field Officer,SYNTHETIC_PROTOTYPE
PR-0587-3,MPLADS-SYN-0587,2026-06-23,39,39,Implementing Agency,SYNTHETIC_PROTOTYPE
PR-0588-1,MPLADS-SYN-0588,2026-08-26,11,27,District Authority,SYNTHETIC_PROTOTYPE
PR-0588-2,MPLADS-SYN-0588,2026-10-15,19,56,Field Officer,SYNTHETIC_PROTOTYPE
PR-0588-3,MPLADS-SYN-0588,2026-12-07,27,91,District Authority,SYNTHETIC_PROTOTYPE
