contract_id,project_id,tender_id,implementing_agency_id,contractor_id,contract_amount,contract_start_date,contract_end_date,contract_status
CTR-00468,MPLADS-SYN-0982,TND-00982,IA-001,CON-004,1908328.08,2026-01-08,2026-08-30,Completed
CTR-00469,MPLADS-SYN-0983,TND-00983,IA-003,CON-007,3145783.99,2026-08-10,2027-07-04,Completed
CTR-00470,MPLADS-SYN-0985,TND-00985,IA-004,CON-007,435677.49,2026-03-20,2026-12-27,Active
CTR-00471,MPLADS-SYN-0986,TND-00986,IA-006,CON-007,3945482.58,2026-02-05,2026-12-05,Delayed
CTR-00472,MPLADS-SYN-0987,TND-00987,IA-005,CON-005,1165896.87,2026-06-07,2027-03-13,Active
CTR-00473,MPLADS-SYN-0990,TND-00990,IA-003,CON-005,1662757.48,2026-07-09,2027-05-31,Delayed
CTR-00474,MPLADS-SYN-0994,TND-00994,IA-006,CON-002,896087.04,2026-02-23,2027-03-21,Delayed
CTR-00475,MPLADS-SYN-0995,TND-00995,IA-002,CON-003,828583.74,2026-01-04,2026-09-02,Active
CTR-00476,MPLADS-SYN-0998,TND-00998,IA-001,CON-006,1605004.44,2026-02-27,2026-07-22,Active
CTR-00477,MPLADS-SYN-0999,TND-00999,IA-007,CON-005,1884262.04,2025-12-06,2026-10-01,Active
CTR-00478,MPLADS-SYN-1000,TND-01000,IA-007,CON-007,3365212.94,2026-07-01,2026-11-29,Active
